company_name;founded;industry;location;about;stage;amount;Table
Probus;2017;IoT;New Delhi;A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.;Bridge;465000;2021
Eupheus;2017;EdTech;New Delhi;Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.;Series B;3720000;2021
Progcap;2017;FinTech;New Delhi;Progcap is a financial service company that provides financial opportunities for micro and small businesses in the last mile.;Debt;930000;2021
ABL Workspaces;2017;Hospitality;New Delhi;ABL Workspaces is a co-working space where professionals from all walks of life come to work under one roof.;Pre-series A;558000;2021
Leverage Edu;2017;EdTech;New Delhi;AI-enabled marketplace designed to help students with their higher education and career growth plans;Debt;1860000;2021
Synapsica;2017;HealthCare;New Delhi;Artificial Intelligence tools to make quality diagnostic assessment available for all.;Series A;3720000;2021
Auric;2017;HealthCare;New Delhi;Contemporary Beauty & Wellness Brand Based on Ayurveda;Pre-series A;1860000;2021
Revfin;2017;Financial Services;New Delhi;RevFin is a financial technology (FinTech) company, advanced digital lending platform makes getting a loan convenient and accessible for customers;Pre-series A;3720000;2021
Eupheus Learning;2017;E-learning;New Delhi;Offer pedagogically differentiated technology driven solutions that lead to critical thinking and achievement of higher learning outcomes;Series C;9300000;2021
Kirana247;2018;Logistics & Supply Chain;New Delhi;An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.;Pre-series A;930000;2021
BharatPe;2018;FinTech;New Delhi;The vision to make financial inclusion a reality for Indian merchants.;Debt;18600000;2021
Credgenics;2018;Financial Services;New Delhi;Credgenics is India’s first of it's kind NPA resolution platform backed by credible investors including Accel Partners and Titan Capital.;Series A;23250000;2021
BharatPe;2018;FinTech;New Delhi;BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.;Series E;344100000;2021
Insurance Samadhan;2018;Insurance;New Delhi;The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.;Pre-series A;674250;2021
BharatPe;2018;FinTech;New Delhi;BharatPe develops a QR code-based payment app for offline retailers and businesses.;Series D;93000000;2021
BharatPe;2018;FinTech;New Delhi;BharatPe develops a QR code-based payment app for offline retailers and businesses.;Debt;5580000;2021
BharatPe;2018;FinTech;New Delhi;BharatPe develops a QR code-based payment app for offline retailers and businesses.;Debt;9300000;2021
BharatPe;2018;FinTech;New Delhi;BharatPe develops a QR code-based payment app for offline retailers and businesses.;Debt;7626000;2021
NirogStreet;2018;Healthcare;New Delhi;Nirogstreet as a concept is working to make #Ayurveda first call of treatment.;Series A;2325000;2021
WinZO;2018;Gaming;New Delhi;WinZO is the largest social gaming and entertainment platform in India.;Series C;60450000;2021
F5;2018;Food & Beverages;New Delhi;F5 is a foods and beverages company.;Pre-series A;279000;2021
MentorKart;2018;Consulting;New Delhi;MentorKart™ helps to fulfil dreams and take that big step towards success.;Seed;139500;2021
Vital;2018;Insuretech;New Delhi;An affordable, digital health plan built around to cover both big and small expenses;Pre-series A;2790000;2021
Euler Motors;2018;Automotive;New Delhi;Electric Light Commercial Vehicle;Series A;2418000;2021
Euler Motors;2018;Automotive;New Delhi;Electric Light Commercial Vehicle;Series A;3720000;2021
BharatPe;2018;FinTech;New Delhi;BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants;Debt;5580000;2021
F5;2018;Retail;New Delhi;One-Stop Solution for Daily Workplace Needs;Pre-series A;558000;2021
Vanity Wagon;2018;Consumer Goods;New Delhi;Vanity Wagon is India's first true information oriented clean beauty marketplace.;Pre-series A;651000;2021
88academics;2018;Education;New Delhi;88academics an 88tuition Pte Ltd has been established with the social objective of making quality video-based learning material available to all students.;Pre-series A;2790000;2021
Sanfe;2018;Health, Wellness & Fitness;New Delhi;India’s revolutionary feminine hygiene and period care brand that strives to build a better world for women.;Series A;930000;2021
TravClan;2018;B2B Travel;New Delhi;A mission to solve a genuine problem faced by millions of travel entrepreneurs across the world.;Pre-series A;2046000;2021
Biconomy;2019;Blockchain startup;New Delhi;Biconomy is a technology company building transaction infrastructure for next-generation Web 3 applications.;Seed;1395000;2021
Convosight;2019;SaaS startup;New Delhi;A mission - to help community builders become community entrepreneurs.;Series A;8370000;2021
Chargeup;2019;Renewable Energy;New Delhi;"""Battery as a Service"" for 3 wheeler & 2 wheelers";Pre-series A;0;2021
Ezstays;2019;EdTech;New Delhi;Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.;Seed;372000;2021
BankSathi;2019;FinTech;New Delhi;Bank Sathi provides loans, insurance, cards comparison, and approval facility.;Seed;186000;2021
Battery Smart;2019;Renewables & Environment;New Delhi;Battery Smart is building India’s largest network of battery swapping stations providing Li-ion batteries;Pre-series A;6510000;2021
Park+;2019;Tech startup;New Delhi;Building an eco-system for car owners which will be a one-stop solution for all their needs.;Series B;23250000;2021
Glamyo Health;2019;Hospital & Health Care;New Delhi;Glamyo Health is an advanced healthcare co delivering a seamless experience for elective surgeries.;Series A;2790000;2021
CredFlow;2020;FinTech;New Delhi;CredFlow provides financial solutions to automate your cashflows.;Seed;1860000;2021
Gobillion;2020;Social commerce;New Delhi;Redefining social commerce for Tier 2+ cities in India - making e-commerce SOCIAL!;Seed;2697000;2021
Filo;2020;EdTech;New Delhi;Instant learning platform for students while self study.;Pre-seed;241800;2021
SeeVC;2020;Tech Startup;New Delhi;Leverages artificial intelligence (AI) to build products for the education sector;Seed;930000;2021
KIWI;2020;TaaS startup;New Delhi;A peer to peer support network, which would enable billions of users across the world;Seed;232500;2021
TyrePlex;2020;B2B E-commerce;New Delhi;Tyreplex is digitizing the tyre dealers in India.;Seed;0;2021
Codedamn;2020;Computer software;New Delhi;Codedamn enables anyone to learn and practice real-world programming skills and become industry relevant through our learning paths.;Pre-seed;0;2021
Jobsgaar;2020;Job discovery platform;New Delhi;India's first District level/ Hyper Local Job discovery platform;Seed;130200;2021
Junio;2020;FinTech;New Delhi;Junio is a kids-focused digital pocket money-smart card.;Seed;558000;2021
Wherehouse.io;2020;Logistics;New Delhi;Wherehouse.io is a supply chain intelligence company, helping brands to move closer to their customers enabling faster and better deliveries and accelerating business growth.;Seed;0;2021
CoffeeMug.ai;2020;Networking;New Delhi;A video first global platform of senior professionals, connecting 1:1, virtually or over coffee, building a powerful, long-lasting relationship.;Pre-seed;576600;2021
Jeevam Health;2020;Health care;New Delhi;Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.;Pre-seed;1395000;2021
Ruptok Fintech;2020;Financial Services;New Delhi;Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .;Pre-series A;1860000;2021
GoKwik;2020;Information Technology & Services;New Delhi;GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.;Series A;13950000;2021
Koparo;2020;Consumer Goods;New Delhi;Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.;Seed;651000;2021
mHealth;2020;Health, Wellness & Fitness;New Delhi;mHealth  is AI based corporate wellness platform  to spread happiness & well-being;Seed;0;2021
Paytail;2020;Financial Services;New Delhi;Paytail is revolutionizing the offline commerce by enabling instant paperless EMI's to consumers;Seed;1395000;2021
GoKwik;2020;Information Technology & Services;New Delhi;GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.;Pre-series A;4650000;2021
GlobalBees;2021;E-commerce;New Delhi;Globalbees partners with entrepreneurs who have built an online-first business.;Series B;103230000;2021
GlobalBees;2021;D2C Business;New Delhi;Globalbees partners with entrepreneurs who have built an online-first business.  Our team scales up D2C businesses in India and abroad.;Series A;139500000;2021
Intervue;2021;SaaS startup;New Delhi;World's fastest collaborative environment to take tech interviews.;Seed;0;2021
Xpand;2021;Retail;New Delhi;LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.;Pre-series A;1395000;2021
Prodo;2021;Business Supplies & Equipment;New Delhi;Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.;Pre-seed;279000;2021
Courseplay;2012;E-learning;Mumbai;An AI-powered, talent development suite focused on maximizing training ROI for learning-led business growth;Seed;372000;2022
Pluckk;2017;Food & Beverages;Mumbai;Fresh produce food-tech venture;Seed;4650000;2022
Pepul;2020;Computer Software;Chennai;Pepul is a new age Interest-based Social Networking platform from India, where people share their beautiful life stories & skills on their interests.;Seed;1209000;2022
Aerostrovilos Energy;2017;Machinery;Chennai;Aerostrovilos is an IIT Madras-based startup company that manufactures micro gas turbines which can electrify heavy-duty long haul trucks;Seed;372000;2022
Trainn;2020;Computer Software;Chennai;Trainn helps SaaS companies accelerate product adoption with product training videos and academies.;Seed;651000;2022
Diginoor;2021;Information Technology & Services;Chennai;A first of its kind NFT marketplace for the most exclusive and officially licensed Indian cinema collectibles.;Seed;930000;2022
Sahicoin;2021;Financial Services;Gurgaon;Sahicoin aims to empower the next billion crypto enthusiasts to make faster and better investing decisions, by providing simple and actionable information from a global community of trusted friends and experts.;Seed;1627500;2022
MoooFarm;2019;Information Technology & Services;Gurgaon;Building connected commerce to lift India’s 100 million dairy farmers out of poverty and ensure nutritious milk for over billion people.;Seed;2232000;2022
NowPurchase;2017;B2B marketplace;Kolkata;Production driven procurement for India's 140B$ Metal Manufacturing Industry;Seed;2232000;2022
NowPurchase;2017;Metal manufacturing;Kolkata;NowPurchase is currently focused on the 19B$ foundry and castings industry.;Seed;2232000;2022
EsportsXO;2020;Mobile Games;Bangalore;An esports company which offers tournament management, creator management & content;Seed;930000;2022
zeda.io;2021;Computer Software;Bangalore;Zeda.io helps Product Teams and entrepreneurs to define, manage, and collaborate on their Products.;Seed;1116000;2022
Edustoke;2016;EdTech;Bangalore;Edustoke is India's Largest School Discovery, Selection & Reviews Platform.;Seed;372000;2022
Threedots;2021;Financial Services;Bangalore;A community investing platform;Seed;3720000;2022
Oben Electric;2020;Automotive;Bangalore;Oben EV is an electric vehicle company developing new electric 2-wheelers in-house with indigenously developed components to deliver high quality products for the Indian market;Seed;930000;2022
Flint;2021;Financial Services;Bangalore;Crypto investment startup;Seed;4650000;2022
Growth School;2021;E-learning;Bangalore;Partner with the top 1% of instructors to create high-impact Cohort Based Courses on personal and professional growth.;Seed;4650000;2022
AarogyaAI;2019;Hospital & Health Care;New Delhi;AI-enabled SaaS that diagnoses drug-resistant tuberculosis;Seed;651000;2022
HYPD;2020;E-commerce;New Delhi;Hypd is a creator-driven marketplace, aimed at bridging the gap between getting excited and buying.;Seed;1395000;2022
ZFW;2020;D2C;New Delhi;ZFW is India's 1st platform to help F&B & D2C brands scale distribution rapidly using its network of 120+ dark stores across major cities.;Seed;385950;2022
